match_id,path,time_index,seconds_after_context,seeds,any_clipped_seed_count,decoded_context_changed_seed_count,view0_extreme_contrast,allviews_extreme_contrast,view0_nontarget_role_rms,spearman_finite_seed_mean,spearman_defined_seed_count,slope_finite_seed_mean,slope_defined_seed_count,positive_adjacent_fraction_finite_seed_mean,positive_adjacent_fraction_defined_seed_count,nondecreasing_nonzero_seed_fraction,inconsistent_duplicate_seed_count,view0_contrast_minus_random_norm,view0_contrast_minus_wrong_variable_ball_x
2026-05-14T03-11-22Z-090bf8,affine_forward,3,0.4,2,1,0,0.9145889282226562,-0.08978748321533203,0.0067553856450948664,0.2,2,0.0010906253930747243,2,0.375,2,0.0,0,0.46999168395996094,1.7340660095214844
2026-05-14T22-34-33Z-a2015e,affine_forward,0,0.1,2,2,0,-0.5239830017089844,-0.23899269104003906,0.004372988866392215,-0.5973684210526315,2,-0.0013163649688501546,2,0.41666666666666663,2,0.0,0,-0.8102378845214844,-1.0479354858398438
2026-05-14T22-34-33Z-a2015e,affine_forward,1,0.2,2,2,0,0.6479339599609375,0.2825355529785156,0.004544523424481879,0.07105263157894735,2,0.0010634104343943517,2,0.41666666666666663,2,0.0,0,-0.4251289367675781,1.9369773864746094
2026-05-14T22-34-33Z-a2015e,affine_forward,2,0.3,2,2,0,2.1895751953125,0.6964950561523438,0.004236292318009415,0.25849358003595463,2,0.0010075152494514825,2,0.5833333333333333,2,0.0,0,2.5712661743164062,2.0890350341796875
2026-05-14T22-34-33Z-a2015e,affine_forward,3,0.4,2,2,0,-3.0969467163085938,-0.6772727966308594,0.006415150870924315,-0.47301787985476046,2,-0.002115181744780446,2,0.41666666666666663,2,0.0,0,-3.7163467407226562,-3.7163238525390625
2026-05-15T03-56-59Z-e3a44c,affine_forward,0,0.1,2,2,0,-0.17722320556640625,0.4013042449951172,0.00547061003132486,-0.09999999999999998,2,0.0006423761026550818,2,0.5,2,0.0,0,-0.49330902099609375,2.948711395263672
2026-05-15T03-56-59Z-e3a44c,affine_forward,1,0.2,2,2,0,-0.9508514404296875,-0.725926399230957,0.007264286733447807,-0.19999999999999998,2,-0.001018813847187728,2,0.5,2,0.0,0,-2.333629608154297,-2.1462059020996094
2026-05-15T03-56-59Z-e3a44c,affine_forward,2,0.3,2,2,0,2.621509552001953,0.2648334503173828,0.008395365692753481,0.05,2,-0.00014970790195002493,2,0.5,2,0.0,0,1.8078689575195312,4.292228698730469
2026-05-15T03-56-59Z-e3a44c,affine_forward,3,0.4,2,2,0,1.0044822692871094,1.5384550094604492,0.009096856821254523,0.44999999999999996,2,0.0017186129693099429,2,0.5,2,0.0,0,2.866058349609375,1.0947608947753906
2026-05-29T18-15-24Z-2b37eb,affine_forward,0,0.1,2,2,0,-1.2890434265136719,0.6450586318969727,0.003846611344850134,0.0,2,-0.0015613781241800948,2,0.5,2,0.0,0,-1.9586982727050781,-2.7220726013183594
2026-05-29T18-15-24Z-2b37eb,affine_forward,1,0.2,2,2,0,-0.7633743286132812,0.6853103637695312,0.004767021204912715,-0.05263157894736836,2,-0.0005972677092589444,2,0.3333333333333333,2,0.0,0,0.857086181640625,-4.198554992675781
2026-05-29T18-15-24Z-2b37eb,affine_forward,2,0.3,2,2,0,2.5780868530273438,0.5360050201416016,0.005378967285836919,0.7894736842105263,2,0.0032162444431524527,2,0.6666666666666666,2,0.5,0,1.8879852294921875,0.5963897705078125
2026-05-29T18-15-24Z-2b37eb,affine_forward,3,0.4,2,2,0,-1.9101181030273438,-1.4922370910644531,0.005555516149190733,-0.5263157894736842,2,-0.002519025755635237,2,0.3333333333333333,2,0.0,0,-5.2515716552734375,-0.00508880615234375
2026-05-29T18-26-16Z-a78ba5,affine_forward,0,0.1,2,2,0,-0.857086181640625,0.5788288116455078,0.004655778968027658,-0.1209430584957905,2,-0.00041222264744006473,2,0.375,2,0.0,0,1.0513458251953125,1.3610305786132812
2026-05-29T18-26-16Z-a78ba5,affine_forward,1,0.2,2,2,0,-5.226482391357422,-0.6026830673217773,0.005982369937927489,-0.7999999999999998,2,-0.0044845512896391024,2,0.25,2,0.0,0,-6.274419784545898,-6.376665115356445
2026-05-29T18-26-16Z-a78ba5,affine_forward,2,0.3,2,2,0,0.5714645385742188,-0.8536186218261719,0.007025532787724586,0.44999999999999996,2,0.0009999614393085285,2,0.5,2,0.0,0,-0.9821243286132812,0.5798759460449219
2026-05-29T18-26-16Z-a78ba5,affine_forward,3,0.4,2,2,0,-0.239410400390625,0.6403627395629883,0.006320049948422467,0.0,2,0.0020737528321848634,2,0.375,2,0.0,0,1.8472824096679688,0.22281646728515625
2026-05-29T21-26-09Z-fa4c61,affine_forward,0,0.1,2,2,0,-0.3816986083984375,-0.9659347534179688,0.0046337922103952284,-0.034210526315789525,2,-0.00010442648929790018,2,0.41666666666666663,2,0.0,0,-2.0021591186523438,-0.3816986083984375
2026-05-29T21-26-09Z-fa4c61,affine_forward,1,0.2,2,2,0,-3.1472091674804688,-0.5239601135253906,0.00597468594532594,-0.55,2,-0.0028143123098717535,2,0.25,2,0.0,0,-1.5267486572265625,-2.7655258178710938
2026-05-29T21-26-09Z-fa4c61,affine_forward,2,0.3,2,2,0,-0.9133453369140625,0.1830615997314453,0.0064239222335349296,0.1473684210526316,2,0.0011207360906460278,2,0.5833333333333333,2,0.0,0,-3.4880142211914062,-0.1261138916015625
2026-05-29T21-26-09Z-fa4c61,affine_forward,3,0.4,2,2,0,1.6204452514648438,0.0395660400390625,0.007205290760116676,0.85,2,0.00352055821755701,2,0.875,2,0.5,0,2.28668212890625,2.3838119506835938
2026-05-30T04-09-19Z-e64537,affine_forward,0,0.1,2,2,0,1.5267486572265625,0.4293956756591797,0.004699127153299553,0.22954621161490196,2,0.001092406296472071,2,0.5,2,0.0,0,1.3467636108398438,4.886199951171875
2026-05-30T04-09-19Z-e64537,affine_forward,1,0.2,2,2,0,0.14398574829101562,-2.08670711517334,0.00536799523738274,0.4373397172404482,2,0.0007041553895266249,2,0.625,2,0.5,0,0.1079864501953125,1.9226951599121094
2026-05-30T04-09-19Z-e64537,affine_forward,2,0.3,2,2,0,2.98150634765625,1.199056625366211,0.005436543935482964,0.39999999999999997,2,0.0018197188286730613,2,0.625,2,0.0,0,2.6215438842773438,1.5987472534179688
2026-05-30T04-09-19Z-e64537,affine_forward,3,0.4,2,2,0,-1.9047126770019531,-0.08192253112792969,0.0056931114208508575,-0.5499999999999999,2,-0.000745302621649038,2,0.25,2,0.0,0,-0.012104034423828125,-1.1127891540527344
2026-05-09T10-15-51Z-b7fd20,quadratic_forward,0,0.1,2,2,0,1.814727783203125,0.05035972595214844,0.003595611152287455,0.5915511627973644,2,0.0011647222136469666,2,0.5,2,0.5,0,-0.9507904052734375,3.0535125732421875
2026-05-09T10-15-51Z-b7fd20,quadratic_forward,1,0.2,2,2,0,0.0,0.4347500801086426,0.004527955399272851,0.3272010767585372,2,0.0010367309099326746,2,0.375,2,0.5,0,0.0,-1.5267486572265625
2026-05-09T10-15-51Z-b7fd20,quadratic_forward,2,0.3,2,2,0,-1.526763916015625,-0.19085121154785156,0.005553109250691137,-0.23084512921915967,2,-0.0006501342139875647,2,0.5,2,0.0,0,3.6294097900390625,-0.5759429931640625
2026-05-09T10-15-51Z-b7fd20,quadratic_forward,3,0.4,2,2,0,-2.1026763916015625,0.05059385299682617,0.006928264236974559,-0.46629304027155644,2,-0.0019129355964917643,2,0.375,2,0.0,0,-1.5267333984375,-2.6785888671875
2026-05-10T09-50-31Z-8f49f2,quadratic_forward,0,0.1,2,2,0,0.5725250244140625,0.10542964935302734,0.005978292553231063,-0.13604079963619048,2,0.00024630854923173235,2,0.375,2,0.0,0,-0.385101318359375,0.572509765625
2026-05-10T09-50-31Z-8f49f2,quadratic_forward,1,0.2,2,2,0,-0.9576263427734375,-0.43589258193969727,0.0048143319917251706,-0.4943682675665246,2,-0.0009461039984885293,2,0.375,2,0.0,0,1.1450653076171875,-1.3393096923828125
