match_id,path,time_index,seconds_after_context,requested_dose_uu,effective_dose_seed_mean_uu,effective_dose_seed_min_uu,effective_dose_seed_max_uu,clipped_seed_count,view0_height_change_seed_mean_uu,allviews_height_change_seed_mean_uu
2026-05-15T03-56-59Z-e3a44c,probe_linear,1,0.2,300.0,300.0,299.99999999999994,300.0,1,1.8147048950195312,0.1273059844970703
2026-05-15T03-56-59Z-e3a44c,probe_linear,1,0.2,600.0,600.0,600.0,600.0,0,-2.1461448669433594,-0.3822364807128906
2026-05-15T03-56-59Z-e3a44c,probe_linear,2,0.3,-600.0,-426.90250288397124,-445.4788671416268,-408.32613862631575,2,-4.148303985595703,-1.580765724182129
2026-05-15T03-56-59Z-e3a44c,probe_linear,2,0.3,-300.0,-300.0,-300.0,-300.0,0,-1.4764900207519531,1.2044706344604492
2026-05-15T03-56-59Z-e3a44c,probe_linear,2,0.3,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-05-15T03-56-59Z-e3a44c,probe_linear,2,0.3,300.0,300.0,299.99999999999994,300.0,1,-4.342563629150391,-1.2422199249267578
2026-05-15T03-56-59Z-e3a44c,probe_linear,2,0.3,600.0,600.0,600.0,600.0,0,-0.09371185302734375,1.8327093124389648
2026-05-15T03-56-59Z-e3a44c,probe_linear,3,0.4,-600.0,-426.90250288397124,-445.4788671416268,-408.32613862631575,2,1.6707496643066406,1.611739158630371
2026-05-15T03-56-59Z-e3a44c,probe_linear,3,0.4,-300.0,-300.0,-300.0,-300.0,0,1.3827781677246094,1.957855224609375
2026-05-15T03-56-59Z-e3a44c,probe_linear,3,0.4,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-05-15T03-56-59Z-e3a44c,probe_linear,3,0.4,300.0,300.0,299.99999999999994,300.0,1,0.9976768493652344,2.827509880065918
2026-05-15T03-56-59Z-e3a44c,probe_linear,3,0.4,600.0,600.0,600.0,600.0,0,-0.8136405944824219,0.27541065216064453
2026-05-29T18-15-24Z-2b37eb,probe_linear,0,0.1,-600.0,-282.39742157210554,-292.783074185749,-272.0117689584621,2,-1.7209930419921875,-0.6451101303100586
2026-05-29T18-15-24Z-2b37eb,probe_linear,0,0.1,-300.0,-282.39742157210554,-292.783074185749,-272.0117689584621,2,-1.7209930419921875,-0.6451101303100586
2026-05-29T18-15-24Z-2b37eb,probe_linear,0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-05-29T18-15-24Z-2b37eb,probe_linear,0,0.1,300.0,300.0,300.0,300.0,0,-1.4330215454101562,-0.3380765914916992
2026-05-29T18-15-24Z-2b37eb,probe_linear,0,0.1,600.0,600.0,600.0,600.0,0,-0.14398574829101562,-1.6580085754394531
2026-05-29T18-15-24Z-2b37eb,probe_linear,1,0.2,-600.0,-282.39742157210554,-292.783074185749,-272.0117689584621,2,-0.050273895263671875,-1.0848941802978516
2026-05-29T18-15-24Z-2b37eb,probe_linear,1,0.2,-300.0,-282.39742157210554,-292.783074185749,-272.0117689584621,2,-0.050273895263671875,-1.0848941802978516
2026-05-29T18-15-24Z-2b37eb,probe_linear,1,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-05-29T18-15-24Z-2b37eb,probe_linear,1,0.2,300.0,300.0,300.0,300.0,0,0.6193809509277344,-0.8631620407104492
2026-05-29T18-15-24Z-2b37eb,probe_linear,1,0.2,600.0,600.0,600.0,600.0,0,1.23876953125,-0.6001148223876953
2026-05-29T18-15-24Z-2b37eb,probe_linear,2,0.3,-600.0,-282.39742157210554,-292.783074185749,-272.0117689584621,2,3.2460403442382812,1.1996879577636719
2026-05-29T18-15-24Z-2b37eb,probe_linear,2,0.3,-300.0,-282.39742157210554,-292.783074185749,-272.0117689584621,2,3.2460403442382812,1.1996879577636719
2026-05-29T18-15-24Z-2b37eb,probe_linear,2,0.3,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-05-29T18-15-24Z-2b37eb,probe_linear,2,0.3,300.0,300.0,300.0,300.0,0,2.9819183349609375,1.2413291931152344
2026-05-29T18-15-24Z-2b37eb,probe_linear,2,0.3,600.0,600.0,600.0,600.0,0,-0.1908416748046875,0.9563465118408203
2026-05-29T18-15-24Z-2b37eb,probe_linear,3,0.4,-600.0,-282.39742157210554,-292.783074185749,-272.0117689584621,2,2.290130615234375,1.548689842224121
2026-05-29T18-15-24Z-2b37eb,probe_linear,3,0.4,-300.0,-282.39742157210554,-292.783074185749,-272.0117689584621,2,2.290130615234375,1.548689842224121
2026-05-29T18-15-24Z-2b37eb,probe_linear,3,0.4,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-05-29T18-15-24Z-2b37eb,probe_linear,3,0.4,300.0,300.0,300.0,300.0,0,-0.954193115234375,-0.012558937072753906
2026-05-29T18-15-24Z-2b37eb,probe_linear,3,0.4,600.0,600.0,600.0,600.0,0,-1.9552726745605469,0.7863807678222656
2026-05-29T18-26-16Z-a78ba5,probe_linear,0,0.1,-600.0,-422.3273463654041,-423.94150296446753,-420.7131897663406,2,-1.9301528930664062,-0.7039365768432617
2026-05-29T18-26-16Z-a78ba5,probe_linear,0,0.1,-300.0,-300.0,-300.0,-300.0,0,0.050262451171875,-0.3816804885864258
2026-05-29T18-26-16Z-a78ba5,probe_linear,0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-05-29T18-26-16Z-a78ba5,probe_linear,0,0.1,300.0,300.0,299.99999999999994,300.0,1,1.5050163269042969,0.2862691879272461
2026-05-29T18-26-16Z-a78ba5,probe_linear,0,0.1,600.0,600.0,599.9999999999999,600.0,1,0.9073562622070312,-0.32768726348876953
2026-05-29T18-26-16Z-a78ba5,probe_linear,1,0.2,-600.0,-422.3273463654041,-423.94150296446753,-420.7131897663406,2,-3.820281982421875,-0.9705162048339844
2026-05-29T18-26-16Z-a78ba5,probe_linear,1,0.2,-300.0,-300.0,-300.0,-300.0,0,-2.6032238006591797,-1.2576260566711426
2026-05-29T18-26-16Z-a78ba5,probe_linear,1,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-05-29T18-26-16Z-a78ba5,probe_linear,1,0.2,300.0,300.0,299.99999999999994,300.0,1,-3.172344207763672,-1.5907516479492188
2026-05-29T18-26-16Z-a78ba5,probe_linear,1,0.2,600.0,600.0,599.9999999999999,600.0,1,-3.4100418090820312,-2.5152482986450195
2026-05-29T18-26-16Z-a78ba5,probe_linear,2,0.3,-600.0,-422.3273463654041,-423.94150296446753,-420.7131897663406,2,1.2644309997558594,-0.3631401062011719
2026-05-29T18-26-16Z-a78ba5,probe_linear,2,0.3,-300.0,-300.0,-300.0,-300.0,0,2.6102523803710938,-0.06310749053955078
2026-05-29T18-26-16Z-a78ba5,probe_linear,2,0.3,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-05-29T18-26-16Z-a78ba5,probe_linear,2,0.3,300.0,300.0,299.99999999999994,300.0,1,4.742317199707031,1.3529958724975586
2026-05-29T18-26-16Z-a78ba5,probe_linear,2,0.3,600.0,600.0,599.9999999999999,600.0,1,-0.6739273071289062,1.0967121124267578
2026-05-29T18-26-16Z-a78ba5,probe_linear,3,0.4,-600.0,-422.3273463654041,-423.94150296446753,-420.7131897663406,2,-1.6764869689941406,0.08141326904296875
2026-05-29T18-26-16Z-a78ba5,probe_linear,3,0.4,-300.0,-300.0,-300.0,-300.0,0,-4.591117858886719,-1.8211641311645508
2026-05-29T18-26-16Z-a78ba5,probe_linear,3,0.4,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-05-29T18-26-16Z-a78ba5,probe_linear,3,0.4,300.0,300.0,299.99999999999994,300.0,1,0.00170135498046875,0.6918039321899414
2026-05-29T18-26-16Z-a78ba5,probe_linear,3,0.4,600.0,600.0,599.9999999999999,600.0,1,-6.9029541015625,-2.3756942749023438
2026-05-29T21-26-09Z-fa4c61,probe_linear,0,0.1,-600.0,-302.9895384609388,-319.96309275929536,-286.0159841625822,2,-1.335906982421875,-5.7220458984375e-06
2026-05-29T21-26-09Z-fa4c61,probe_linear,0,0.1,-300.0,-293.0079920812911,-300.0,-286.0159841625822,1,-1.049652099609375,0.07241058349609375
2026-05-29T21-26-09Z-fa4c61,probe_linear,0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-05-29T21-26-09Z-fa4c61,probe_linear,0,0.1,300.0,300.0,300.0,300.0,0,3.1471939086914062,1.6347293853759766
2026-05-29T21-26-09Z-fa4c61,probe_linear,0,0.1,600.0,600.0,600.0,600.0,0,-0.09372711181640625,0.0962677001953125
2026-05-29T21-26-09Z-fa4c61,probe_linear,1,0.2,-600.0,-302.9895384609388,-319.96309275929536,-286.0159841625822,2,-2.1895675659179688,-0.4736948013305664
2026-05-29T21-26-09Z-fa4c61,probe_linear,1,0.2,-300.0,-293.0079920812911,-300.0,-286.0159841625822,1,-0.28113555908203125,-0.5456867218017578
2026-05-29T21-26-09Z-fa4c61,probe_linear,1,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-05-29T21-26-09Z-fa4c61,probe_linear,1,0.2,300.0,300.0,300.0,300.0,0,-1.3324737548828125,0.1331329345703125
2026-05-29T21-26-09Z-fa4c61,probe_linear,1,0.2,600.0,600.0,600.0,600.0,0,2.0089797973632812,1.1484756469726562
2026-05-29T21-26-09Z-fa4c61,probe_linear,2,0.3,-600.0,-302.9895384609388,-319.96309275929536,-286.0159841625822,2,-0.14482879638671875,0.715458869934082
2026-05-29T21-26-09Z-fa4c61,probe_linear,2,0.3,-300.0,-293.0079920812911,-300.0,-286.0159841625822,1,-0.337371826171875,0.9661569595336914
2026-05-29T21-26-09Z-fa4c61,probe_linear,2,0.3,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-05-29T21-26-09Z-fa4c61,probe_linear,2,0.3,300.0,300.0,300.0,300.0,0,2.433258056640625,0.9917097091674805
2026-05-29T21-26-09Z-fa4c61,probe_linear,2,0.3,600.0,600.0,600.0,600.0,0,0.4498443603515625,-0.07923412322998047
2026-05-29T21-26-09Z-fa4c61,probe_linear,3,0.4,-600.0,-302.9895384609388,-319.96309275929536,-286.0159841625822,2,-0.1908416748046875,0.2134113311767578
2026-05-29T21-26-09Z-fa4c61,probe_linear,3,0.4,-300.0,-293.0079920812911,-300.0,-286.0159841625822,1,0.5725250244140625,0.47081947326660156
2026-05-29T21-26-09Z-fa4c61,probe_linear,3,0.4,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-05-29T21-26-09Z-fa4c61,probe_linear,3,0.4,300.0,300.0,300.0,300.0,0,1.1450653076171875,0.22512435913085938
2026-05-29T21-26-09Z-fa4c61,probe_linear,3,0.4,600.0,600.0,600.0,600.0,0,-0.8604965209960938,0.2728309631347656
2026-05-30T04-09-19Z-e64537,probe_linear,0,0.1,-600.0,-376.4591858993489,-389.2996330409275,-363.6187387577703,2,-1.2927742004394531,0.20248126983642578
2026-05-30T04-09-19Z-e64537,probe_linear,0,0.1,-300.0,-300.0,-300.0,-300.0,0,-1.0228004455566406,-0.5168313980102539
2026-05-30T04-09-19Z-e64537,probe_linear,0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-05-30T04-09-19Z-e64537,probe_linear,0,0.1,300.0,300.0,300.0,300.00000000000006,1,0.4139595031738281,0.6048784255981445
2026-05-30T04-09-19Z-e64537,probe_linear,0,0.1,600.0,600.0,599.9999999999999,600.0,1,0.4319572448730469,-0.13056278228759766
