path,time_index,seconds_after_context,requested_dose_uu,view0_estimated_height_change_mean_uu,pointwise_match_bootstrap_low_uu,pointwise_match_bootstrap_high_uu,mean_effective_dose_uu,minimum_effective_dose_uu,maximum_effective_dose_uu,clipped_pair_fraction,matches,paired_seeds_per_match
quadratic_forward,2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2
quadratic_forward,2,0.3,300.0,0.8354549407958984,-0.19331198692321777,1.6603512954711914,300.0,299.99999999999994,300.00000000000006,0.2,10,2
quadratic_forward,2,0.3,600.0,0.6509197235107422,-0.4453381824493408,1.8875990104675289,600.0,599.9999999999999,600.0000000000001,0.25,10,2
quadratic_forward,3,0.4,-600.0,0.544375228881836,-0.19506655693054198,1.2729130554199217,-385.19216435306436,-600.0,-250.5964770012909,0.95,10,2
quadratic_forward,3,0.4,-300.0,-0.015645980834960938,-0.872892255783081,0.9762073421478271,-293.01313758606,-300.0,-250.5964770012909,0.3,10,2
quadratic_forward,3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2
quadratic_forward,3,0.4,300.0,-0.2157440185546875,-1.3382560539245605,1.0368557643890375,300.0,299.99999999999994,300.00000000000006,0.2,10,2
quadratic_forward,3,0.4,600.0,-0.1853710174560547,-1.475073070526123,1.0643040370941153,600.0,599.9999999999999,600.0000000000001,0.25,10,2
random_norm,0,0.1,-600.0,-0.4380168914794922,-1.2580915355682374,0.5289493274688719,-385.19216435306436,-600.0,-250.5964770012909,0.95,10,2
random_norm,0,0.1,-300.0,0.3550697326660156,-0.37734972953796386,1.1060499095916747,-293.01313758606,-300.0,-250.5964770012909,0.3,10,2
random_norm,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2
random_norm,0,0.1,300.0,-0.09153518676757813,-1.298673725128174,1.1064432048797606,300.0,299.99999999999994,300.00000000000006,0.2,10,2
random_norm,0,0.1,600.0,-0.025466537475585936,-0.6729771232604981,0.6365149211883544,600.0,599.9999999999999,600.0000000000001,0.25,10,2
random_norm,1,0.2,-600.0,-0.4494617462158203,-1.6067049312591553,0.9131825923919675,-385.19216435306436,-600.0,-250.5964770012909,0.95,10,2
random_norm,1,0.2,-300.0,-0.005427932739257813,-0.8618187713623047,0.862592964172363,-293.01313758606,-300.0,-250.5964770012909,0.3,10,2
random_norm,1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2
random_norm,1,0.2,300.0,-0.2242216110229492,-1.2160706520080566,0.6845730257034299,300.0,299.99999999999994,300.00000000000006,0.2,10,2
random_norm,1,0.2,600.0,-0.45574283599853516,-1.1942659282684327,0.24651845932006802,600.0,599.9999999999999,600.0000000000001,0.25,10,2
random_norm,2,0.3,-600.0,0.1484588623046875,-1.0795132446289064,1.2696726608276363,-385.19216435306436,-600.0,-250.5964770012909,0.95,10,2
random_norm,2,0.3,-300.0,0.8864227294921875,0.3096398067474365,1.420425157546997,-293.01313758606,-300.0,-250.5964770012909,0.3,10,2
