model,variant,target,r2,mae,rmse
codec_mean_X/absolute30/all,main,player0.velocity.y,-0.02367942481273677,993.0231050604168,1151.1699746669356
codec_mean_X/absolute30/all,main,player0.velocity.z,-0.00896166188073133,79.05485176301485,166.75120453878463
codec_mean_X/absolute30/all,main,player1.location.x,-0.014505851415632876,1731.7129833257916,2100.6082706251036
codec_mean_X/absolute30/all,main,player1.location.y,0.022111406812480028,2143.898783211982,2558.0400685433783
codec_mean_X/absolute30/all,main,player1.location.z,0.008824808421405872,94.80525188730547,138.43363530284273
codec_mean_X/absolute30/all,main,player1.velocity.x,-0.025854057754624904,693.6582860989645,851.4879305251077
codec_mean_X/absolute30/all,main,player1.velocity.y,-0.03742222838449627,928.5457008712357,1094.6212620011984
codec_mean_X/absolute30/all,main,player1.velocity.z,-0.05087287070289115,116.9256232831899,214.17501376961346
codec_mean_X/absolute30/all,main,player2.location.x,-0.004056841114546295,1750.856215656863,2132.484039136776
codec_mean_X/absolute30/all,main,player2.location.y,0.021718376403450423,2432.129807617782,2891.398054990372
codec_mean_X/absolute30/all,main,player2.location.z,0.02265895870778223,98.68690795063742,165.5061423000697
codec_mean_X/absolute30/all,main,player2.velocity.x,-0.01993462641576471,751.4610556732409,897.0711365713532
codec_mean_X/absolute30/all,main,player2.velocity.y,-0.020096927423691957,955.579066213777,1119.5649324420226
codec_mean_X/absolute30/all,main,player2.velocity.z,-0.023069774668376786,124.5678065463184,234.8777600198882
codec_mean_X/absolute30/all,main,player3.location.x,0.009456573769747512,1764.063653244486,2119.1526410552947
codec_mean_X/absolute30/all,main,player3.location.y,0.01348004001807368,2334.900035562776,2772.6010524513886
codec_mean_X/absolute30/all,main,player3.location.z,0.019446798929130482,88.57978779760312,172.0631939918165
codec_mean_X/absolute30/all,main,player3.velocity.x,-0.024582277693929955,748.3273980011594,897.5834918297884
codec_mean_X/absolute30/all,main,player3.velocity.y,-0.03806160334652309,943.1025964727604,1099.769690749465
codec_mean_X/absolute30/all,main,player3.velocity.z,-0.036850093706393805,96.23197475137285,185.97014294604784
codec_mean_X/absolute30/all,shuffled,ball.location.x,-0.019545600400356022,1951.6578008051335,2322.722898135009
codec_mean_X/absolute30/all,shuffled,ball.location.y,-0.010912031771961761,2303.0980974493255,2732.58986721957
codec_mean_X/absolute30/all,shuffled,ball.location.z,-0.0063004748979025305,373.39422481909685,469.92644010630613
codec_mean_X/absolute30/all,shuffled,ball.velocity.x,-0.0037583796885356513,675.0441959399552,852.8301343408106
codec_mean_X/absolute30/all,shuffled,ball.velocity.y,-0.0011361572986410273,991.2726518548741,1220.3221998707684
codec_mean_X/absolute30/all,shuffled,ball.velocity.z,-0.005864454279740583,397.9157305173249,537.4266189782658
codec_mean_X/absolute30/all,shuffled,player0.location.x,-0.0030368635288706702,1793.7813273679246,2137.4676685019167
codec_mean_X/absolute30/all,shuffled,player0.location.y,-0.013353045300547484,2286.9590569412785,2644.891667093765
codec_mean_X/absolute30/all,shuffled,player0.location.z,-0.00217422301472725,90.85407112003749,162.72411459388533
codec_mean_X/absolute30/all,shuffled,player0.velocity.x,-3.392399203128171e-05,737.5613405591148,890.2043254003859
codec_mean_X/absolute30/all,shuffled,player0.velocity.y,-0.003568480267464702,986.2963692120505,1139.806089156505
codec_mean_X/absolute30/all,shuffled,player0.velocity.z,-0.0001651607753094808,73.3797575038348,166.02271389877177
codec_mean_X/absolute30/all,shuffled,player1.location.x,-0.018900866395840765,1729.8291978252753,2105.153452659617
codec_mean_X/absolute30/all,shuffled,player1.location.y,-0.028939981170140294,2225.3128425350933,2623.9628025375273
codec_mean_X/absolute30/all,shuffled,player1.location.z,-0.039479100526627064,100.82065099803175,141.7667205291118
codec_mean_X/absolute30/all,shuffled,player1.velocity.x,0.003911588780237896,685.0635948093903,839.0438332542549
codec_mean_X/absolute30/all,shuffled,player1.velocity.y,-7.486584863358736e-05,916.5657752394133,1074.7373978309854
codec_mean_X/absolute30/all,shuffled,player1.velocity.z,-0.01196801379298118,110.2185381995168,210.17308840657734
codec_mean_X/absolute30/all,shuffled,player2.location.x,-0.010776310441406034,1756.9742158511422,2139.6077728538007
codec_mean_X/absolute30/all,shuffled,player2.location.y,-0.0022482173978362052,2470.601646540227,2926.6014467742357
codec_mean_X/absolute30/all,shuffled,player2.location.z,0.001514986343549074,96.90189667768153,167.28685762204
codec_mean_X/absolute30/all,shuffled,player2.velocity.x,-0.00687972400889536,745.6829460667287,891.3115061882163
codec_mean_X/absolute30/all,shuffled,player2.velocity.y,-0.009845128286086968,949.7739270451546,1113.9250088312372
codec_mean_X/absolute30/all,shuffled,player2.velocity.z,-0.003093863653739204,118.89111358031819,232.57340767869889
codec_mean_X/absolute30/all,shuffled,player3.location.x,-0.007199376905243193,1769.198603994098,2136.895103482257
codec_mean_X/absolute30/all,shuffled,player3.location.y,0.0028595551148679066,2355.900167365275,2787.485464609611
codec_mean_X/absolute30/all,shuffled,player3.location.z,-0.02493345406631664,88.50483527769397,175.91393115952633
codec_mean_X/absolute30/all,shuffled,player3.velocity.x,-0.0006128443012924922,743.1923158182913,887.0221675996647
codec_mean_X/absolute30/all,shuffled,player3.velocity.y,-0.022222513532516475,933.2071273559951,1091.3471124355533
codec_mean_X/absolute30/all,shuffled,player3.velocity.z,0.0008532148857021138,88.15655598914036,182.55758708569792
codec_mean_X/absolute30/all,mean_baseline,ball.location.x,-0.015292177830805498,1947.3397000162636,2317.8727729467046
codec_mean_X/absolute30/all,mean_baseline,ball.location.y,-0.009580783883050614,2301.5412136672608,2730.790030642984
codec_mean_X/absolute30/all,mean_baseline,ball.location.z,-0.011644381696993333,374.2821438935884,471.1725480170597
codec_mean_X/absolute30/all,mean_baseline,ball.velocity.x,-0.004244654594609765,674.6953217536045,853.036687873536
codec_mean_X/absolute30/all,mean_baseline,ball.velocity.y,-0.0036194843360590756,992.2849696820493,1221.834772435584
codec_mean_X/absolute30/all,mean_baseline,ball.velocity.z,-0.004337311129713806,397.01703717377535,537.0184928494391
codec_mean_X/absolute30/all,mean_baseline,player0.location.x,-0.004061532980069504,1791.291018186244,2138.559173126263
codec_mean_X/absolute30/all,mean_baseline,player0.location.y,-0.005247244997540257,2275.493365710031,2634.2921980254073
codec_mean_X/absolute30/all,mean_baseline,player0.location.z,-0.0007059736389880555,89.94023355699402,162.60487028163828
codec_mean_X/absolute30/all,mean_baseline,player0.velocity.x,-0.0002704508834190378,738.9990047216809,890.3095942357807
codec_mean_X/absolute30/all,mean_baseline,player0.velocity.y,-0.0035577751973714378,985.977645857528,1139.8000099816127
codec_mean_X/absolute30/all,mean_baseline,player0.velocity.z,-0.0008102598608903389,72.4989113988421,166.07624697552515
codec_mean_X/absolute30/all,mean_baseline,player1.location.x,-0.014778076768861448,1727.8257044851055,2100.8900829340287
codec_mean_X/absolute30/all,mean_baseline,player1.location.y,-0.015010201279291202,2197.192751359771,2606.1406860804723
codec_mean_X/absolute30/all,mean_baseline,player1.location.z,-0.009584642205668237,97.80023404255002,139.71330934018368
codec_mean_X/absolute30/all,mean_baseline,player1.velocity.x,-0.0006408076733923629,686.9041393019569,840.9589774570801
codec_mean_X/absolute30/all,mean_baseline,player1.velocity.y,-1.138454244675735e-05,916.0526462361835,1074.7032869764535
codec_mean_X/absolute30/all,mean_baseline,player1.velocity.z,-0.005618175667208236,108.89376912896446,209.5126598266042
codec_mean_X/absolute30/all,mean_baseline,player2.location.x,-0.005440806206312265,1752.2053648317922,2133.953212522112
codec_mean_X/absolute30/all,mean_baseline,player2.location.y,-0.003419445648666475,2470.760593324129,2928.3109621467024
codec_mean_X/absolute30/all,mean_baseline,player2.location.z,-0.0002812393951454606,97.47023478301243,167.43726045096446
codec_mean_X/absolute30/all,mean_baseline,player2.velocity.x,-0.005489061778163773,744.7823823144371,890.6957715054511
codec_mean_X/absolute30/all,mean_baseline,player2.velocity.y,-0.00094724702047011,946.2121989705495,1109.0066792979926
codec_mean_X/absolute30/all,mean_baseline,player2.velocity.z,-0.006027882879908963,119.5975905257457,232.9132944137804
codec_mean_X/absolute30/all,mean_baseline,player3.location.x,-0.0030909602692983373,1765.057534397913,2132.5323990091183
codec_mean_X/absolute30/all,mean_baseline,player3.location.y,-0.0010031081229333605,2359.367222481406,2792.879243679567
codec_mean_X/absolute30/all,mean_baseline,player3.location.z,-0.011126232374874645,89.00177108944708,174.72501578367607
codec_mean_X/absolute30/all,mean_baseline,player3.velocity.x,-0.00311515707184018,744.8540393290435,888.130598775411
codec_mean_X/absolute30/all,mean_baseline,player3.velocity.y,-0.02061054710366328,932.5662282461398,1090.486287630653
codec_mean_X/absolute30/all,mean_baseline,player3.velocity.z,-0.0005185456141734157,87.6699107485796,182.68286366937105
codec_mean_X/absolute30/position,main,ball.location.x,-0.00037888773099936657,1942.4958074821002,2300.7865651806906
codec_mean_X/absolute30/position,main,ball.location.y,0.031875483808124994,2267.3959008705183,2674.135317927204
codec_mean_X/absolute30/position,main,ball.location.z,0.21172196744629346,312.86198964840787,415.91612112485717
codec_mean_X/absolute30/position,main,player0.location.x,0.005321551139069736,1784.6387010746816,2128.5431627585804
codec_mean_X/absolute30/position,main,player0.location.y,-0.03096195009973357,2284.381735098055,2667.772665362653
codec_mean_X/absolute30/position,main,player0.location.z,0.00818476685153724,90.23478413435203,161.8809298308121
codec_mean_X/absolute30/position,main,player1.location.x,-0.014505851415632876,1731.7129833257916,2100.6082706251036
codec_mean_X/absolute30/position,main,player1.location.y,0.022111406812480028,2143.898783211982,2558.0400685433783
codec_mean_X/absolute30/position,main,player1.location.z,0.008824808421405872,94.80525188730547,138.43363530284273
codec_mean_X/absolute30/position,main,player2.location.x,-0.004056841114546295,1750.856215656863,2132.484039136776
codec_mean_X/absolute30/position,main,player2.location.y,0.021718376403450423,2432.129807617782,2891.398054990372
codec_mean_X/absolute30/position,main,player2.location.z,0.02265895870778223,98.68690795063742,165.5061423000697
codec_mean_X/absolute30/position,main,player3.location.x,0.009456573769747512,1764.063653244486,2119.1526410552947
codec_mean_X/absolute30/position,main,player3.location.y,0.01348004001807368,2334.900035562776,2772.6010524513886
codec_mean_X/absolute30/position,main,player3.location.z,0.019446798929130482,88.57978779760312,172.0631939918165
codec_mean_X/absolute30/position,shuffled,ball.location.x,-0.019545600400356022,1951.6578008051335,2322.722898135009
codec_mean_X/absolute30/position,shuffled,ball.location.y,-0.010912031771961761,2303.0980974493255,2732.58986721957
codec_mean_X/absolute30/position,shuffled,ball.location.z,-0.0063004748979025305,373.39422481909685,469.92644010630613
codec_mean_X/absolute30/position,shuffled,player0.location.x,-0.0030368635288706702,1793.7813273679246,2137.4676685019167
codec_mean_X/absolute30/position,shuffled,player0.location.y,-0.013353045300547484,2286.9590569412785,2644.891667093765
codec_mean_X/absolute30/position,shuffled,player0.location.z,-0.00217422301472725,90.85407112003749,162.72411459388533
codec_mean_X/absolute30/position,shuffled,player1.location.x,-0.018900866395840765,1729.8291978252753,2105.153452659617
codec_mean_X/absolute30/position,shuffled,player1.location.y,-0.028939981170140294,2225.3128425350933,2623.9628025375273
codec_mean_X/absolute30/position,shuffled,player1.location.z,-0.039479100526627064,100.82065099803175,141.7667205291118
codec_mean_X/absolute30/position,shuffled,player2.location.x,-0.010776310441406034,1756.9742158511422,2139.6077728538007
codec_mean_X/absolute30/position,shuffled,player2.location.y,-0.0022482173978362052,2470.601646540227,2926.6014467742357
codec_mean_X/absolute30/position,shuffled,player2.location.z,0.001514986343549074,96.90189667768153,167.28685762204
codec_mean_X/absolute30/position,shuffled,player3.location.x,-0.007199376905243193,1769.198603994098,2136.895103482257
codec_mean_X/absolute30/position,shuffled,player3.location.y,0.0028595551148679066,2355.900167365275,2787.485464609611
codec_mean_X/absolute30/position,shuffled,player3.location.z,-0.02493345406631664,88.50483527769397,175.91393115952633
codec_mean_X/absolute30/position,mean_baseline,ball.location.x,-0.015292177830805498,1947.3397000162636,2317.8727729467046
codec_mean_X/absolute30/position,mean_baseline,ball.location.y,-0.009580783883050614,2301.5412136672608,2730.790030642984
codec_mean_X/absolute30/position,mean_baseline,ball.location.z,-0.011644381696993333,374.2821438935884,471.1725480170597
codec_mean_X/absolute30/position,mean_baseline,player0.location.x,-0.004061532980069504,1791.291018186244,2138.559173126263
codec_mean_X/absolute30/position,mean_baseline,player0.location.y,-0.005247244997540257,2275.493365710031,2634.2921980254073
codec_mean_X/absolute30/position,mean_baseline,player0.location.z,-0.0007059736389880555,89.94023355699402,162.60487028163828
codec_mean_X/absolute30/position,mean_baseline,player1.location.x,-0.014778076768861448,1727.8257044851055,2100.8900829340287
codec_mean_X/absolute30/position,mean_baseline,player1.location.y,-0.015010201279291202,2197.192751359771,2606.1406860804723
codec_mean_X/absolute30/position,mean_baseline,player1.location.z,-0.009584642205668237,97.80023404255002,139.71330934018368
codec_mean_X/absolute30/position,mean_baseline,player2.location.x,-0.005440806206312265,1752.2053648317922,2133.953212522112
codec_mean_X/absolute30/position,mean_baseline,player2.location.y,-0.003419445648666475,2470.760593324129,2928.3109621467024
codec_mean_X/absolute30/position,mean_baseline,player2.location.z,-0.0002812393951454606,97.47023478301243,167.43726045096446
codec_mean_X/absolute30/position,mean_baseline,player3.location.x,-0.0030909602692983373,1765.057534397913,2132.5323990091183
codec_mean_X/absolute30/position,mean_baseline,player3.location.y,-0.0010031081229333605,2359.367222481406,2792.879243679567
codec_mean_X/absolute30/position,mean_baseline,player3.location.z,-0.011126232374874645,89.00177108944708,174.72501578367607
codec_mean_X/absolute30/velocity,main,ball.velocity.x,-0.004044229499126528,674.2773176933622,852.9515599666333
codec_mean_X/absolute30/velocity,main,ball.velocity.y,-0.003623335858012,992.3814255824688,1221.8371169092652
codec_mean_X/absolute30/velocity,main,ball.velocity.z,-0.004038462504792006,396.8743885829402,536.9385898244743
codec_mean_X/absolute30/velocity,main,player0.velocity.x,0.0020128899767161146,737.2679463238449,889.292848352305
codec_mean_X/absolute30/velocity,main,player0.velocity.y,-0.003765965160274165,986.1693870610841,1139.9182306870441
codec_mean_X/absolute30/velocity,main,player0.velocity.z,-0.0007513432297030498,72.50066521579933,166.07135853793028
codec_mean_X/absolute30/velocity,main,player1.velocity.x,-0.001281579242824904,687.1501059775869,841.2281931239874
codec_mean_X/absolute30/velocity,main,player1.velocity.y,-0.00012175497913857747,916.1607697818035,1074.7625924004908
codec_mean_X/absolute30/velocity,main,player1.velocity.z,-0.007414811807815669,109.27676126598465,209.69973383177702
codec_mean_X/absolute30/velocity,main,player2.velocity.x,-0.005158192212293189,744.5865164522612,890.5492117951007
codec_mean_X/absolute30/velocity,main,player2.velocity.y,-0.0015575463647490295,946.484952391403,1109.3447205452883
codec_mean_X/absolute30/velocity,main,player2.velocity.z,-0.006262902206490395,119.68153777028975,232.94049839589277
codec_mean_X/absolute30/velocity,main,player3.velocity.x,-0.002537950697815594,744.017066142977,887.8750406749974
codec_mean_X/absolute30/velocity,main,player3.velocity.y,-0.01991357524100623,932.3281372208027,1090.1138791431395
codec_mean_X/absolute30/velocity,main,player3.velocity.z,-0.0015831618172574835,87.5316638108724,182.78003099742128
codec_mean_X/absolute30/velocity,shuffled,ball.velocity.x,-0.0035524657263517057,673.6520530835027,852.742653806262
codec_mean_X/absolute30/velocity,shuffled,ball.velocity.y,-0.006138320233030736,993.6858620450578,1223.3670626852495
codec_mean_X/absolute30/velocity,shuffled,ball.velocity.z,-0.011737641627201034,398.8394195771154,538.9933375783087
codec_mean_X/absolute30/velocity,shuffled,player0.velocity.x,-0.008104100452863028,739.5875371659387,893.7890390032909
codec_mean_X/absolute30/velocity,shuffled,player0.velocity.y,-0.010632609727612152,990.0637845224535,1143.8106082868067
codec_mean_X/absolute30/velocity,shuffled,player0.velocity.z,-0.0016365291582474129,76.03189492822625,166.1447891348634
codec_mean_X/absolute30/velocity,shuffled,player1.velocity.x,0.00786895243783381,684.0054344619426,837.3754542167839
codec_mean_X/absolute30/velocity,shuffled,player1.velocity.y,-0.005549652924584869,916.0844168019207,1077.6751417095284
codec_mean_X/absolute30/velocity,shuffled,player1.velocity.z,-0.02063331238992605,112.11385329710484,211.0710073467568
codec_mean_X/absolute30/velocity,shuffled,player2.velocity.x,-0.009787070444879253,746.9626714936602,892.5974012883363
codec_mean_X/absolute30/velocity,shuffled,player2.velocity.y,-0.017153611161127902,952.5514518198157,1117.9486085523542
codec_mean_X/absolute30/velocity,shuffled,player2.velocity.z,-0.0016149988636420254,118.5929383784243,232.40190254870998
codec_mean_X/absolute30/velocity,shuffled,player3.velocity.x,0.002940670479650187,741.6872430419668,885.44570879363
codec_mean_X/absolute30/velocity,shuffled,player3.velocity.y,-0.024963903461849624,934.1935374999985,1092.8095165481734
codec_mean_X/absolute30/velocity,shuffled,player3.velocity.z,-0.002058577971581821,91.01053577615262,182.82340546371555
codec_mean_X/absolute30/velocity,mean_baseline,ball.velocity.x,-0.004244654594609765,674.6953217536045,853.036687873536
codec_mean_X/absolute30/velocity,mean_baseline,ball.velocity.y,-0.0036194843360590756,992.2849696820493,1221.834772435584
codec_mean_X/absolute30/velocity,mean_baseline,ball.velocity.z,-0.004337311129713806,397.01703717377535,537.0184928494391
codec_mean_X/absolute30/velocity,mean_baseline,player0.velocity.x,-0.0002704508834190378,738.9990047216809,890.3095942357807
codec_mean_X/absolute30/velocity,mean_baseline,player0.velocity.y,-0.0035577751973714378,985.977645857528,1139.8000099816127
codec_mean_X/absolute30/velocity,mean_baseline,player0.velocity.z,-0.0008102598608903389,72.4989113988421,166.07624697552515
codec_mean_X/absolute30/velocity,mean_baseline,player1.velocity.x,-0.0006408076733923629,686.9041393019569,840.9589774570801
codec_mean_X/absolute30/velocity,mean_baseline,player1.velocity.y,-1.138454244675735e-05,916.0526462361835,1074.7032869764535
codec_mean_X/absolute30/velocity,mean_baseline,player1.velocity.z,-0.005618175667208236,108.89376912896446,209.5126598266042
codec_mean_X/absolute30/velocity,mean_baseline,player2.velocity.x,-0.005489061778163773,744.7823823144371,890.6957715054511
codec_mean_X/absolute30/velocity,mean_baseline,player2.velocity.y,-0.00094724702047011,946.2121989705495,1109.0066792979926
codec_mean_X/absolute30/velocity,mean_baseline,player2.velocity.z,-0.006027882879908963,119.5975905257457,232.9132944137804
codec_mean_X/absolute30/velocity,mean_baseline,player3.velocity.x,-0.00311515707184018,744.8540393290435,888.130598775411
codec_mean_X/absolute30/velocity,mean_baseline,player3.velocity.y,-0.02061054710366328,932.5662282461398,1090.486287630653
codec_mean_X/absolute30/velocity,mean_baseline,player3.velocity.z,-0.0005185456141734157,87.6699107485796,182.68286366937105
codec_mean_X/role12/all,main,ego.location.x,0.018141499971122466,1750.7615313080485,2099.2802800817935
codec_mean_X/role12/all,main,ego.location.y,0.04109026381580083,2369.5566231092203,2812.707820669783
codec_mean_X/role12/all,main,ego.location.z,0.22883451739253802,81.33310094779169,141.80654892672828
codec_mean_X/role12/all,main,ego.velocity.x,-0.000546935408441751,730.1809618062682,881.4920300441029
codec_mean_X/role12/all,main,ego.velocity.y,-0.035375184320107333,969.8656617839423,1129.5054315844452
codec_mean_X/role12/all,main,ego.velocity.z,-0.007990652815030419,107.04547224725819,206.250638713586
codec_mean_X/role12/all,main,ball_minus_ego.location.x,0.05275994263082684,938.4401972500677,1369.6833423470398
codec_mean_X/role12/all,main,ball_minus_ego.location.y,0.050497224928219175,1810.6128716921692,2470.8066336318298
codec_mean_X/role12/all,main,ball_minus_ego.location.z,0.1614465816013697,315.9031111876458,427.58361380322117
codec_mean_X/role12/all,main,ball_minus_ego.velocity.x,-0.024737614423254506,667.3260513871595,897.8910851440999
codec_mean_X/role12/all,main,ball_minus_ego.velocity.y,0.0019306270974477346,964.3121997096912,1276.1583603294205
codec_mean_X/role12/all,main,ball_minus_ego.velocity.z,-0.021405509039901904,414.4149512950881,563.4136353225334
codec_mean_X/role12/all,shuffled,ego.location.x,-0.007775820936869904,1758.997562391952,2126.80631538527
codec_mean_X/role12/all,shuffled,ego.location.y,-0.0018511544144890202,2472.3584832477454,2874.9967501178485
codec_mean_X/role12/all,shuffled,ego.location.z,-0.0006111845084464385,94.55991163562881,161.5307365172094
codec_mean_X/role12/all,shuffled,ego.velocity.x,0.0009085749073274307,731.7566696304139,880.8506369996824
codec_mean_X/role12/all,shuffled,ego.velocity.y,-0.003515059892074568,955.8307859055677,1111.9913144245693
codec_mean_X/role12/all,shuffled,ego.velocity.z,0.002762807778063703,94.71828445149778,205.1475257263116
codec_mean_X/role12/all,shuffled,ball_minus_ego.location.x,-0.010071737734434594,937.6207133378387,1414.3804868880159
codec_mean_X/role12/all,shuffled,ball_minus_ego.location.y,-0.003492096552576651,1774.123995795842,2540.0813024375357
codec_mean_X/role12/all,shuffled,ball_minus_ego.location.z,-0.007120078405002062,363.7381660852887,468.5935579715186
codec_mean_X/role12/all,shuffled,ball_minus_ego.velocity.x,-0.006393451770685177,659.6600262452654,889.8180718216464
codec_mean_X/role12/all,shuffled,ball_minus_ego.velocity.y,-0.003492512205337084,967.2339646924594,1279.6207492966444
codec_mean_X/role12/all,shuffled,ball_minus_ego.velocity.z,-0.006060421819871653,415.80594122970246,559.1653962794552
codec_mean_X/role12/all,mean_baseline,ego.location.x,-0.0061238075403691195,1757.4809161157154,2125.062398965954
codec_mean_X/role12/all,mean_baseline,ego.location.y,-0.00033092749733132365,2469.82062972568,2872.814636182625
codec_mean_X/role12/all,mean_baseline,ego.location.z,-3.1621040123663846e-05,94.53315427657809,161.48394967568586
codec_mean_X/role12/all,mean_baseline,ego.velocity.x,-0.00015464278558896538,732.3893769035252,881.3192062062934
codec_mean_X/role12/all,mean_baseline,ego.velocity.y,-0.003301672645417586,955.6802619667491,1111.8730813308352
codec_mean_X/role12/all,mean_baseline,ego.velocity.z,-0.00017713100356275824,95.09797486529447,205.44969922757747
codec_mean_X/role12/all,mean_baseline,ball_minus_ego.location.x,-0.0071111882426388995,936.1033660712012,1412.3061707349107
codec_mean_X/role12/all,mean_baseline,ball_minus_ego.location.y,-0.007107460133051191,1772.5708348163728,2544.6528685499625
codec_mean_X/role12/all,mean_baseline,ball_minus_ego.location.z,-0.011302969965309773,364.4317923043337,469.56565905994484
codec_mean_X/role12/all,mean_baseline,ball_minus_ego.velocity.x,-0.005606992309753256,659.441897164787,889.4703238253546
codec_mean_X/role12/all,mean_baseline,ball_minus_ego.velocity.y,-5.638952074393799e-05,965.9493183550418,1277.4280551588013
codec_mean_X/role12/all,mean_baseline,ball_minus_ego.velocity.z,-0.004652392568605501,414.97188730841316,558.7739700373228
codec_mean_X/role12/position,main,ego.location.x,0.016514421867066198,1753.3852062423832,2101.018961917232
codec_mean_X/role12/position,main,ego.location.y,0.03977156281905869,2367.200852092456,2814.6411863136555
codec_mean_X/role12/position,main,ego.location.z,0.22924100804390046,81.62957109272146,141.76917002697917
codec_mean_X/role12/position,main,ball_minus_ego.location.x,0.05425131969497887,940.7669763622259,1368.604672280894
codec_mean_X/role12/position,main,ball_minus_ego.location.y,0.04925067351097334,1814.7010566062613,2472.42799660571
codec_mean_X/role12/position,main,ball_minus_ego.location.z,0.16244958387892794,315.5880313777858,427.32781873460686
codec_mean_X/role12/position,shuffled,ego.location.x,-0.006370438918476218,1757.6610898593299,2125.322841542407
codec_mean_X/role12/position,shuffled,ego.location.y,-0.0005030184823369144,2470.1470591474335,2873.0617365300864
codec_mean_X/role12/position,shuffled,ego.location.z,-6.980255496569221e-05,94.53207525344028,161.48703239969208
codec_mean_X/role12/position,shuffled,ball_minus_ego.location.x,-0.007585654914143314,936.358635131108,1412.6388119127228
codec_mean_X/role12/position,shuffled,ball_minus_ego.location.y,-0.005850389318751814,1771.253762193063,2543.064255719936
codec_mean_X/role12/position,shuffled,ball_minus_ego.location.z,-0.01093020303624992,364.40309723624205,469.4791099808248
codec_mean_X/role12/position,mean_baseline,ego.location.x,-0.0061238075403691195,1757.4809161157154,2125.062398965954
codec_mean_X/role12/position,mean_baseline,ego.location.y,-0.00033092749733132365,2469.82062972568,2872.814636182625
codec_mean_X/role12/position,mean_baseline,ego.location.z,-3.1621040123663846e-05,94.53315427657809,161.48394967568586
codec_mean_X/role12/position,mean_baseline,ball_minus_ego.location.x,-0.0071111882426388995,936.1033660712012,1412.3061707349107
codec_mean_X/role12/position,mean_baseline,ball_minus_ego.location.y,-0.007107460133051191,1772.5708348163728,2544.6528685499625
codec_mean_X/role12/position,mean_baseline,ball_minus_ego.location.z,-0.011302969965309773,364.4317923043337,469.56565905994484
codec_mean_X/role12/velocity,main,ego.velocity.x,0.00028346037747362107,732.0632502041686,881.1261605476641
codec_mean_X/role12/velocity,main,ego.velocity.y,-0.0035577738713978846,955.814900383559,1112.0149797737479
codec_mean_X/role12/velocity,main,ego.velocity.z,-0.000245341400718857,95.1468413175268,205.456704770008
codec_mean_X/role12/velocity,main,ball_minus_ego.velocity.x,-0.005690182265853494,659.4680028039987,889.5071142750487
codec_mean_X/role12/velocity,main,ball_minus_ego.velocity.y,-4.161968134153149e-05,965.9293245252092,1277.418621952292
codec_mean_X/role12/velocity,main,ball_minus_ego.velocity.z,-0.004268561969676288,414.7560656662522,558.6672191659493
codec_mean_X/role12/velocity,shuffled,ego.velocity.x,0.0036863060013544446,730.6481280285868,879.6252890634662
codec_mean_X/role12/velocity,shuffled,ego.velocity.y,-0.0029664388106827033,955.8156433591414,1111.6873103768378
codec_mean_X/role12/velocity,shuffled,ego.velocity.z,0.009492552210166871,97.76993085297063,204.45414630137378
codec_mean_X/role12/velocity,shuffled,ball_minus_ego.velocity.x,-0.009486310105108586,660.6507893616653,891.1843217941076
codec_mean_X/role12/velocity,shuffled,ball_minus_ego.velocity.y,-0.013495538939894969,972.8805372501398,1285.9827001485944
codec_mean_X/role12/velocity,shuffled,ball_minus_ego.velocity.z,-0.012898717535484439,417.1152920022024,561.0625302162734
codec_mean_X/role12/velocity,mean_baseline,ego.velocity.x,-0.00015464278558896538,732.3893769035252,881.3192062062934
codec_mean_X/role12/velocity,mean_baseline,ego.velocity.y,-0.003301672645417586,955.6802619667491,1111.8730813308352
codec_mean_X/role12/velocity,mean_baseline,ego.velocity.z,-0.00017713100356275824,95.09797486529447,205.44969922757747
codec_mean_X/role12/velocity,mean_baseline,ball_minus_ego.velocity.x,-0.005606992309753256,659.441897164787,889.4703238253546
codec_mean_X/role12/velocity,mean_baseline,ball_minus_ego.velocity.y,-5.638952074393799e-05,965.9493183550418,1277.4280551588013
codec_mean_X/role12/velocity,mean_baseline,ball_minus_ego.velocity.z,-0.004652392568605501,414.97188730841316,558.7739700373228
codec_spatial_X/absolute30/all,main,ball.location.x,0.23738340561502702,1670.6580951512622,2008.8485667927898
codec_spatial_X/absolute30/all,main,ball.location.y,0.16495815780886824,2089.2192205327347,2483.5441773328726
codec_spatial_X/absolute30/all,main,ball.location.z,0.4052374185723727,271.73105540811486,361.2749595294903
codec_spatial_X/absolute30/all,main,ball.velocity.x,-0.02325488917287788,682.1917816054353,861.0727782764892
codec_spatial_X/absolute30/all,main,ball.velocity.y,-0.025434744126238362,1007.0277244430434,1235.0426422128849
codec_spatial_X/absolute30/all,main,ball.velocity.z,-0.0013367103967780736,395.3826479739901,536.2156831648814
codec_spatial_X/absolute30/all,main,player0.location.x,0.1031326647164299,1683.634309117955,2021.1810161641918
codec_spatial_X/absolute30/all,main,player0.location.y,0.04041747176962884,2209.82105230223,2573.763667026351
codec_spatial_X/absolute30/all,main,player0.location.z,0.008943009713678007,90.99817070059856,161.81903900473756
codec_spatial_X/absolute30/all,main,player0.velocity.x,0.01783848038471958,723.7315953612892,882.2136866917582
codec_spatial_X/absolute30/all,main,player0.velocity.y,0.004204035831878117,975.2551400030252,1135.383679832661
codec_spatial_X/absolute30/all,main,player0.velocity.z,0.002015743534028225,85.10033256600943,165.8416051856508
