model,variant,target,r2,mae,rmse
RGB_X/role12/position,mean_baseline,ball_minus_ego.location.x,-0.0071111882426388995,936.1033660712012,1412.3061707349107
RGB_X/role12/position,mean_baseline,ball_minus_ego.location.y,-0.007107460133051191,1772.5708348163728,2544.6528685499625
RGB_X/role12/position,mean_baseline,ball_minus_ego.location.z,-0.011302969965309773,364.4317923043337,469.56565905994484
RGB_X/role12/velocity,main,ego.velocity.x,0.05112052054898786,709.8449126049405,858.4305881266386
RGB_X/role12/velocity,main,ego.velocity.y,0.060650641175896025,913.4179697958845,1075.8532087659103
RGB_X/role12/velocity,main,ego.velocity.z,0.006939135533957752,104.5582645031088,204.717506566871
RGB_X/role12/velocity,main,ball_minus_ego.velocity.x,-0.009606134932664157,660.6044692338025,891.2372114856049
RGB_X/role12/velocity,main,ball_minus_ego.velocity.y,0.01638753007281213,964.8277919170912,1266.8821540390375
RGB_X/role12/velocity,main,ball_minus_ego.velocity.z,-0.015054932421487033,416.70052282806256,561.659395537477
RGB_X/role12/velocity,shuffled,ego.velocity.x,-0.006038166721925808,734.9329770573629,883.9076355582584
RGB_X/role12/velocity,shuffled,ego.velocity.y,-0.0007821209759157899,953.4881925508012,1110.476102365595
RGB_X/role12/velocity,shuffled,ego.velocity.z,0.004201876609779331,95.72420646673264,204.99945263265266
RGB_X/role12/velocity,shuffled,ball_minus_ego.velocity.x,-0.008175967508544879,660.6559584056062,890.6057423927571
RGB_X/role12/velocity,shuffled,ball_minus_ego.velocity.y,-0.0006684512033543477,966.3994196053889,1277.8189057043408
RGB_X/role12/velocity,shuffled,ball_minus_ego.velocity.z,-0.006383988727824974,416.53485902506026,559.2553078142674
RGB_X/role12/velocity,mean_baseline,ego.velocity.x,-0.00015464278558896538,732.3893769035252,881.3192062062934
RGB_X/role12/velocity,mean_baseline,ego.velocity.y,-0.003301672645417586,955.6802619667491,1111.8730813308352
RGB_X/role12/velocity,mean_baseline,ego.velocity.z,-0.00017713100356275824,95.09797486529447,205.44969922757747
RGB_X/role12/velocity,mean_baseline,ball_minus_ego.velocity.x,-0.005606992309753256,659.441897164787,889.4703238253546
RGB_X/role12/velocity,mean_baseline,ball_minus_ego.velocity.y,-5.638952074393799e-05,965.9493183550418,1277.4280551588013
RGB_X/role12/velocity,mean_baseline,ball_minus_ego.velocity.z,-0.004652392568605501,414.97188730841316,558.7739700373228
codec_mean_X/absolute30/all,main,ball.location.x,-0.00037888773099936657,1942.4958074821002,2300.7865651806906
codec_mean_X/absolute30/all,main,ball.location.y,0.031875483808124994,2267.3959008705183,2674.135317927204
codec_mean_X/absolute30/all,main,ball.location.z,0.21172196744629346,312.86198964840787,415.91612112485717
codec_mean_X/absolute30/all,main,ball.velocity.x,-0.01966026228607687,676.2068314668485,859.5590017396614
codec_mean_X/absolute30/all,main,ball.velocity.y,-0.013942996473914837,1000.7263457701034,1228.102763061709
codec_mean_X/absolute30/all,main,ball.velocity.z,-0.009646092999598954,393.61541885431626,538.4359233039931
codec_mean_X/absolute30/all,main,player0.location.x,0.005321551139069736,1784.6387010746816,2128.5431627585804
codec_mean_X/absolute30/all,main,player0.location.y,-0.03096195009973357,2284.381735098055,2667.772665362653
codec_mean_X/absolute30/all,main,player0.location.z,0.00818476685153724,90.23478413435203,161.8809298308121
codec_mean_X/absolute30/all,main,player0.velocity.x,0.0006319587462059184,732.8248376293093,889.907900255102
