record_id,path,requested_dose,effective_dose,actual_internal_height_probe_delta,linear_probe_delivery_fraction,relative_descriptor_mismatch,actual_to_requested_raw_norm,descriptor_delta_cosine
2026-05-10T09-50-31Z-8f49f2_clip00_seed2026090702_random_norm_dose-300,random_norm,-300.0,-300.0,-2.484827962552231,,0.023675437609940626,1.013958197542172,0.999727270896056
2026-05-10T09-50-31Z-8f49f2_clip00_seed2026090702_random_norm_dose-600,random_norm,-600.0,-514.7063748757123,-4.584910618941535,,0.014411348970427248,1.0043038808592029,0.9998969216927353
2026-05-10T09-50-31Z-8f49f2_clip00_seed2026090702_wrong_variable_ball_x_dose+300,wrong_variable_ball_x,300.0,300.0,13.721237609351647,,0.028225366780580834,1.0208746690730575,0.9996111680290207
2026-05-10T09-50-31Z-8f49f2_clip00_seed2026090702_wrong_variable_ball_x_dose+600,wrong_variable_ball_x,600.0,600.0,27.017998475341415,,0.015656165309104235,1.00606259356111,0.9998780269367094
2026-05-10T09-50-31Z-8f49f2_clip00_seed2026090702_wrong_variable_ball_x_dose-300,wrong_variable_ball_x,-300.0,-300.0,-16.528061813811973,,0.024144406148394804,1.015965735283968,0.9997103989475926
2026-05-10T09-50-31Z-8f49f2_clip00_seed2026090702_wrong_variable_ball_x_dose-600,wrong_variable_ball_x,-600.0,-514.7063748757123,-31.82452041348654,,0.014508492179649933,1.0046588234876916,0.9998951866821442
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090701_affine_forward_dose+300,affine_forward,300.0,299.99999999999994,156.4797497742489,,0.03990711402304519,1.025003757482807,0.9992908544558832
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090701_affine_forward_dose+600,affine_forward,600.0,600.0,315.03930460018427,,0.02121969781305009,1.0104796985347848,0.9997759463965572
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090701_affine_forward_dose-300,affine_forward,-300.0,-250.5964770012909,-130.28162103178278,,0.0455578526705588,1.0330182669348864,0.9991294561702497
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090701_affine_forward_dose-600,affine_forward,-600.0,-250.5964770012909,-130.28162103178278,,0.0455578526705588,1.0330182669348864,0.9991294561702497
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090701_probe_linear_dose+300,probe_linear,300.0,299.99999999999994,295.9169818172981,0.9863899393909938,0.04049902200439639,1.0328958631424887,0.9992531544278054
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090701_probe_linear_dose+600,probe_linear,600.0,600.0,598.2397693630896,0.997066282271816,0.02059789538106641,1.010525240704016,0.9997910072461431
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090701_probe_linear_dose-300,probe_linear,-300.0,-250.5964770012909,-244.37689255055375,0.9751808783381056,0.05384571778333292,1.0377743948560207,0.9988016148603184
